group	x	y	showSelected1
1	13930	24	12
1	13930	24	75
1	13930	24	4
1	13930	24	40
1	13930	24	105
1	13930	24	19
1	13930	24	103
1	13930	24	89
1	13930	24	53
1	13930	24	11
1	13930	24	55
1	13930	24	22
1	13930	24	99
2	13980	24	4
2	13980	24	40
2	13980	24	97
2	13980	24	73
2	13980	24	77
2	13980	24	128
2	13980	24	29
2	13980	24	70
2	13980	24	34
2	13980	24	45
2	13980	24	36
2	13980	24	12
2	13980	24	53
2	13980	24	71
2	13980	24	83
2	13980	24	127
2	13980	24	76
2	13980	24	60
2	13980	24	11
2	13980	24	115
2	13980	24	67
2	13980	24	119
2	13980	24	130
2	13980	24	98
2	13980	24	42
2	13980	24	74
2	13980	24	88
2	13980	24	124
2	13980	24	133
2	13980	24	132
2	13980	24	126
2	13980	24	72
2	13980	24	78
2	13980	24	131
2	13980	24	125
2	13980	24	59
2	13980	24	23
2	13980	24	15
2	13980	24	41
2	13980	24	9
2	13980	24	114
2	13980	24	61
2	13980	24	92
2	13980	24	54
2	13980	24	123
2	13980	24	37
3	13980	74	4
3	13980	74	29
3	13980	74	118
3	13980	74	60
3	13980	74	110
3	13980	74	52
3	13980	74	10
3	13980	74	81
3	13980	74	21
3	13980	74	50
3	13980	74	129
3	13980	74	80
3	13980	74	40
3	13980	74	112
3	13980	74	135
3	13980	74	34
3	13980	74	93
3	13980	74	94
3	13980	74	83
3	13980	74	38
3	13980	74	84
3	13980	74	24
3	13980	74	57
3	13980	74	31
6	14030	74	21
6	14030	74	1
6	14030	74	43
6	14030	74	122
6	14030	74	4
6	14030	74	18
6	14030	74	58
6	14030	74	120
6	14030	74	56
6	14030	74	95
6	14030	74	129
6	14030	74	81
6	14030	74	49
6	14030	74	108
6	14030	74	10
6	14030	74	44
6	14030	74	57
6	14030	74	39
6	14030	74	90
6	14030	74	85
6	14030	74	136
6	14030	74	3
6	14030	74	86
6	14030	74	20
6	14030	74	82
6	14030	74	69
6	14030	74	137
6	14030	74	100
6	14030	74	87
6	14030	74	60
6	14030	74	79
6	14030	74	62
6	14030	74	16
6	14030	74	32
6	14030	74	31
6	14030	74	125
6	14030	74	64
6	14030	74	116
6	14030	74	63
6	14030	74	48
6	14030	74	47
6	14030	74	6
6	14030	74	117
6	14030	74	51
6	14030	74	2
6	14030	74	7
6	14030	74	27
6	14030	74	96
6	14030	74	111
6	14030	74	17
5	14030	124	4
5	14030	124	56
5	14030	124	108
5	14030	124	26
4	14030	24	4
4	14030	24	60
4	14030	24	31
4	14030	24	63
4	14030	24	10
4	14030	24	3
4	14030	24	8
4	14030	24	30
4	14030	24	66
4	14030	24	113
4	14030	24	35
4	14030	24	28
8	14080	74	6
8	14080	74	2
8	14080	74	17
8	14080	74	7
8	14080	74	102
8	14080	74	4
8	14080	74	104
8	14080	74	25
8	14080	74	33
8	14080	74	8
8	14080	74	106
8	14080	74	107
8	14080	74	134
8	14080	74	101
8	14080	74	5
7	14080	24	8
7	14080	24	4
7	14080	24	101
7	14080	24	17
7	14080	24	68
7	14080	24	91
7	14080	24	65
7	14080	24	5
7	14080	24	13
7	14080	24	30
7	14080	24	109
7	14080	24	14
7	14080	24	46
7	14080	24	28
7	14080	24	66
7	14080	24	121
9	14130	24	4
