group	x	y	clickSelects	showSelected1
113	-28.25	-0.25	12	13950,0
113	-28.25	0.25	12	13950,0
113	-27.75	0.25	12	13950,0
113	-27.75	-0.25	12	13950,0
113	-28.25	-0.25	12	13950,0
113	-45.25	17.75	12	14000,0
113	-45.25	18.25	12	14000,0
113	-44.75	18.25	12	14000,0
113	-44.75	17.75	12	14000,0
113	-45.25	17.75	12	14000,0
124	-24.75	3.25	12	13950,0
124	-24.75	3.75	12	13950,0
124	-24.25	3.75	12	13950,0
124	-24.25	3.25	12	13950,0
124	-24.75	3.25	12	13950,0
124	-44.75	16.25	12	14000,0
124	-44.75	16.75	12	14000,0
124	-44.25	17.25	12	14000,0
124	-43.75	17.25	12	14000,0
124	-43.25	16.75	12	14000,0
124	-43.25	15.25	12	14000,0
124	-44.25	14.25	12	14000,0
124	-44.75	14.25	12	14000,0
124	-44.75	16.25	12	14000,0
135	-14.25	13.75	12	13950,0
135	-14.25	14.25	12	13950,0
135	-12.75	14.25	12	13950,0
135	-12.75	13.75	12	13950,0
135	-18.75	7.75	12	13950,0
135	-19.25	7.75	12	13950,0
135	-19.25	8.25	12	13950,0
135	-14.25	13.25	12	13950,0
135	-14.25	13.75	12	13950,0
135	-45.25	12.75	12	14000,0
135	-45.25	13.25	12	14000,0
135	-44.75	13.25	12	14000,0
135	-44.25	12.75	12	14000,0
135	-44.25	12.25	12	14000,0
135	-44.75	11.75	12	14000,0
135	-45.25	11.75	12	14000,0
135	-45.25	12.75	12	14000,0
144	-5.75	22.25	12	13950,0
144	-5.75	22.75	12	13950,0
144	-5.25	23.25	12	13950,0
144	-4.25	23.25	12	13950,0
144	-3.75	23.75	12	13950,0
144	-3.75	24.75	12	13950,0
144	-3.25	24.75	12	13950,0
144	-2.75	24.25	12	13950,0
144	-2.75	23.75	12	13950,0
144	-5.25	21.25	12	13950,0
144	-5.75	21.25	12	13950,0
144	-5.75	22.25	12	13950,0
144	-45.25	9.75	12	14000,0
144	-45.25	10.25	12	14000,0
144	-44.75	10.25	12	14000,0
144	-44.75	9.75	12	14000,0
144	-45.25	9.75	12	14000,0
